title,assigned_category,url
A*Net: A Scalable Path-based Reasoning Approach for Knowledge Graphs,Language->Knowledge,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9e98316cb72fee82cc1160da5810abc-Abstract-Conference.html
To Repeat or Not To Repeat: Insights from Scaling LLM under Token-Crisis,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9e472cd579c83e2f6aa3459f46aac28-Abstract-Conference.html
RH-BrainFS: Regional Heterogeneous Multimodal Brain Networks Fusion Strategy,"Neuroscience, Cognitive Science",https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9c353d02e565f0f7cba94c4f3584eaa-Abstract-Conference.html
Dynamic Pricing and Learning with Bayesian Persuasion,Probabilistic Methods->Monte Carlo and Sampling Methods,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9c2e8a0bbed5fcfaf62856a3a719ada-Abstract-Conference.html
How to Fine-tune the Model: Unified Model Shift and Model Bias Policy Optimization,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9b4f084b2e6709a2bfad0f601271aec-Abstract-Conference.html
Online RL in Linearly $q^\pi$-Realizable MDPs Is as Easy as in Linear MDPs If You Learn What to Ignore,Reinforcement Learning->Batch Offline,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b973a107336177a274069cefb011244c-Abstract-Conference.html
The Waymo Open Sim Agents Challenge,Reinforcement Learning->Multi-agent,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b96ce67b2f2d45e4ab315e13a6b5b9c5-Abstract-Datasets_and_Benchmarks.html
Entropy-dissipation Informed Neural Network for McKean-Vlasov Type PDEs,Physical Models->Physics,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9a17133e3943509243b5e197c1c23b2-Abstract-Conference.html
On Transfer of Adversarial Robustness from Pretraining to Downstream Tasks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9801626a6ffaf6664af1e983dbd0094-Abstract-Conference.html
Revisiting Visual Model Robustness: A Frequency Long-Tailed Distribution View,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9a4d7b88a41652c63962ebcc21701b7-Abstract-Conference.html
H2RBox-v2: Incorporating Symmetry for Boosting Horizontal Box Supervised Oriented Object Detection,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b9603de9e49d0838e53b6c9cf9d06556-Abstract-Conference.html
UE4-NeRF:Neural Radiance Field for Real-Time Rendering of Large-Scale Scene,Computer Vision->Video Generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b94d8b035e2183e47afef9e2f299ba47-Abstract-Conference.html
Towards Optimal Effective Resistance Estimation,"Optimization->Large Scale, Parallel and Distributed",https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8e2046160a568145af6d42eeef199f4-Abstract-Conference.html
Learning Adversarial Low-rank Markov Decision Processes with Unknown Transition and Full-information Feedback,Reinforcement Learning->Function Approximation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b93fda2862db7a7ac4a5c412adfb1ac2-Abstract-Conference.html
Fine-Grained Human Feedback Gives Better Rewards for Language Model Training,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8c90b65739ae8417e61eadb521f63d5-Abstract-Conference.html
Towards Optimal Caching and Model Selection for Large Model Inference,Online Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b914a8fcea5c176cf1ed75c762ce27fd-Abstract-Conference.html
Deep Non-line-of-sight Imaging from Under-scanning Measurements,Deep Learning->Algorithms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b91cc0a242e6518ee731f74e82b2eebd-Abstract-Conference.html
TradeMaster: A Holistic Quantitative Trading Platform Empowered by Reinforcement Learning,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8f6f7f2ba4137124ac976286eacb611-Abstract-Datasets_and_Benchmarks.html
Bridging RL Theory and Practice with the Effective Horizon,Reinforcement Learning->Deep RL,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8be628bf719550b560de8bec9456e0b-Abstract-Conference.html
MADG: Margin-based Adversarial Learning for Domain Generalization,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b87d9d19ecb5927f7e18c537908610ef-Abstract-Conference.html
Text-to-Image Diffusion Models are Zero Shot Classifiers,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b87bdcf963cad3d0b265fcb78ae7d11e-Abstract-Conference.html
Reducing Shape-Radiance Ambiguity in Radiance Fields with a Closed-Form Color Estimation Method,Computer Vision->Video Generation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b87738474533cab76c7bee4e08443aca-Abstract-Conference.html
Enhancing Adaptive History Reserving by Spiking Convolutional Block Attention Module in Recurrent Neural Networks,Computer Vision->Video Understanding,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8734840bf65c8facd619f5105c6acd0-Abstract-Conference.html
Randomized and Deterministic Maximin-share Approximations for Fractionally Subadditive Valuations,"Optimization->Large Scale, Parallel and Distributed",https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7ed46bd87cd51d4c031b96d9b1a8eb6-Abstract-Conference.html
Cappy: Outperforming and Boosting Large Multi-Task LMs with a Small Scorer,Data-centric AI->Data augmentation,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b860c0c546f4a3a786f9c9468228c99f-Abstract-Conference.html
Maximum Average Randomly Sampled: A Scale Free and Non-parametric Algorithm for Stochastic Bandits,Optimization->Optimization and Learning under Uncertainty,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b84adff45775e92a45f0cd87c37f5ce9-Abstract-Conference.html
Causal normalizing flows: from theory to practice,Generative Models->Reasoning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b8402301e7f06bdc97a31bfaa653dc32-Abstract-Conference.html
Temporal Causal Mediation through a Point Process: Direct and Indirect Effects of Healthcare Interventions,Causality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7d9b1d4a9464d5d1ece82198e351349-Abstract-Conference.html
Counterfactual Evaluation of Peer-Review Assignment Policies,Datasets and Benchmarks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7d795e655c1463d7299688d489e8ef4-Abstract-Conference.html
Generalized Information-theoretic Multi-view Clustering,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7aa34d2d24f9bab3056993b7bfa0f1b-Abstract-Conference.html
MixFormerV2: Efficient Fully Transformer Tracking,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7870bd43b2d133a1ed95582ae5d82a4-Abstract-Conference.html
"3D-Aware Visual Question Answering about Parts, Poses and Occlusions",Generative Models->Reasoning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b783c44ba9adbc30344473dc633b4869-Abstract-Conference.html
Joint Attribute and Model Generalization Learning for Privacy-Preserving Action Recognition,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b762632135b16f1225672f9fe2a9740b-Abstract-Conference.html
A Competitive Algorithm for Agnostic Active Learning,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7385cb3fa76a0aeedb23d4163640db0-Abstract-Conference.html
Efficient Hyper-parameter Optimization with Cubic Regularization,Optimization->Non-Convex,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7500454af92cf3934eb1cc2d59abbdf-Abstract-Conference.html
Stable Diffusion is Unstable,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b733cdd80ed2ae7e3156d8c33108c5d5-Abstract-Conference.html
Towards Distribution-Agnostic Generalized Category Discovery,Miscellaneous Aspects of Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b7216f4a324864e1f592c18de4d83d10-Abstract-Conference.html
Blurred-Dilated Method for Adversarial Attacks,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6fa3ed9624c184bd73e435123bd576a-Abstract-Conference.html
Conditional independence testing under misspecified inductive biases,Learning Theory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6f2b16abf590e80c9df30bb5f8e2b7d-Abstract-Conference.html
CS-Isolate: Extracting Hard Confident Examples by Content and Style Isolation,Miscellaneous Aspects of Machine Learning->Unsupervised and Semi-supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6d67c380f8bde2adc4247d0036c0c73-Abstract-Conference.html
Identifiable Contrastive Learning with Automatic Feature Importance Discovery,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6a171867138c80de2a35a6125d6757c-Abstract-Conference.html
Towards Consistent Video Editing with Text-to-Image Diffusion Models,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6c05f8254a00709e16fb0fdaae56cd8-Abstract-Conference.html
Federated Spectral Clustering via Secure Similarity Reconstruction,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6cd2650926d332c86a84c48529cc421-Abstract-Conference.html
"Revisiting Out-of-distribution Robustness in NLP: Benchmarks, Analysis, and LLMs Evaluations",Language,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6b5f50a2001ad1cbccca96e693c4ab4-Abstract-Datasets_and_Benchmarks.html
Beyond probability partitions: Calibrating neural networks with semantic aware grouping,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b693a240cf1009bff9fa4422141c9392-Abstract-Conference.html
Game Solving with Online Fine-Tuning,Theory->Game Theory,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b663eb1512ce6c268e3e56f34c6d2959-Abstract-Conference.html
Non-Rigid Shape Registration via Deep Functional Maps Prior,Deep Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b654d6150630a5ba5df7a55621390daf-Abstract-Conference.html
4M: Massively Multimodal Masked Modeling,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6446566965fa38e183650728ab70318-Abstract-Conference.html
Reverse Engineering Self-Supervised Learning,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b63ad8c24354b0e5bcb7aea16490beab-Abstract-Conference.html
DinoSR: Self-Distillation and Online Clustering for Self-supervised Speech Representation Learning,Deep Learning->Self-Supervised Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6404bf461c3c3186bdf5f55756af908-Abstract-Conference.html
ComSL: A Composite Speech-Language Model for End-to-End Speech-to-Text Translation,Language->Speech,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6262f7a34e5d641cdb3d33dc9ad1a5a-Abstract-Conference.html
Lovász Principle for Unsupervised Graph Representation Learning,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b61da4f02b271cb7b5e3d538e2b78fb9-Abstract-Conference.html
ProteinShake: Building datasets and benchmarks for deep learning on protein structures,Graph Neural Networks,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b6167294ed3d6fc61e11e1592ce5cb77-Abstract-Datasets_and_Benchmarks.html
Fairness Aware Counterfactuals for Subgroups,Fairness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b60161e93f3e0e4207081a3b4ef5e8d8-Abstract-Conference.html
AdaPlanner: Adaptive Planning from Feedback with Language Models,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5c8c1c117618267944b2617add0a766-Abstract-Conference.html
On the Properties of Kullback-Leibler Divergence Between Multivariate Gaussian Distributions,Probabilistic Methods->Gaussian Processes,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5b4d92374323c53c24bbbc8ee0e715c-Abstract-Conference.html
Implicit Bias of (Stochastic) Gradient Descent for Rank-1 Linear Neural Network,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5b528767aa35f5b1a60fe0aaeca0563-Abstract-Conference.html
Joint Prompt Optimization of Stacked LLMs using Variational Inference,Language->Dialogue,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5afe13494c825089b1e3944fdaba212-Abstract-Conference.html
Understanding and Improving Ensemble Adversarial Defense,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b589d92785e39486e978fa273d0dc343-Abstract-Conference.html
A Massive Scale Semantic Similarity Dataset of Historical English,Language->Factuality,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5ae304ecd18c5d4ac4a011ab086ba23-Abstract-Datasets_and_Benchmarks.html
"Adversarial Training for Graph Neural Networks: Pitfalls, Solutions, and New Directions",Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5a801e6bc4f4ffa3e6786518a324488-Abstract-Conference.html
MVDoppler: Unleashing the Power of Multi-View Doppler for MicroMotion-based Gait Classification,Computer Vision->Classification,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b5727c1bab903e0ff21cec84a9a7f5a6-Abstract-Datasets_and_Benchmarks.html
Minimax Risks and Optimal Procedures for Estimation under Functional Local Differential Privacy,Privacy,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b4dde7f1bc45bf9c0fda8db8f272b758-Abstract-Conference.html
MEMTO: Memory-guided Transformer for Multivariate Time Series Anomaly Detection,Deep Learning->Attention Mechanisms,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b4c898eb1fb556b8d871fbe9ead92256-Abstract-Conference.html
"The Harvard USPTO Patent Dataset: A Large-Scale, Well-Structured, and Multi-Purpose Corpus of Patent Applications",Language,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b4b02a09f2e6ad29fdbeb1386d68f4c4-Abstract-Datasets_and_Benchmarks.html
Scale Alone Does not Improve Mechanistic Interpretability in Vision Models,Interpretability,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b4aadf04d6fde46346db455402860708-Abstract-Conference.html
Penalising the biases in norm regularisation enforces sparsity,Deep Learning->Robustness,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b444ad72520a5f5c467343be88e352ed-Abstract-Conference.html
Optimistic Meta-Gradients,Optimization->Learning for Optimization,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b46bc1449205888e1883f692aff1a252-Abstract-Conference.html
Distributional Learning of Variational AutoEncoder: Application to Synthetic Data Generation,Generative Models,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b456a00e145ad56f6f251f79f8c8a7de-Abstract-Conference.html
Norm-guided latent space exploration for text-to-image generation,Generative Models->In Context Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b49213694c3e752252d62ca360b72a36-Abstract-Conference.html
PERFOGRAPH: A Numerical Aware Program Graph Representation for Performance Optimization and Program Analysis,Miscellaneous Aspects of Machine Learning->Representation Learning,https://proceedings.neurips.cc/paper_files/paper/2023/hash/b41907dd4df5c60f86216b73fe0c7465-Abstract-Conference.html
